Species	JanWk1	JanWk2	JanWk3	JanWk4	FebWk1	FebWk2	FebWk3	FebWk4	MarWk1	MarWk2	MarWk3	MarWk4	AprWk1	AprWk2	AprWk3	AprWk4	MayWk1	MayWk2	MayWk3	MayWk4	JunWk1	JunWk2	JunWk3	JunWk4	JulWk1	JulWk2	JulWk3	JulWk4	AugWk1	AugWk2	AugWk3	AugWk4	SepWk1	SepWk2	SepWk3	SepWk4	OctWk1	OctWk2	OctWk3	OctWk4	NovWk1	NovWk2	NovWk3	NovWk4	DecWk1	DecWk2	DecWk3	DecWk4	State
Black Vulture	0.013936	0.0152461	0.0152024	0.0164643	0.0161569	0.0164686	0.0146224	0.0201518	0.0242233	0.0361196	0.0417714	0.0310207	0.0274893	0.0242285	0.0241477	0.0251436	0.0235441	0.0219415	0.0205864	0.0183393	0.0149194	0.0144895	0.0129943	0.0139646	0.0142419	0.0139161	0.017726	0.0164254	0.0188064	0.0218121	0.0176621	0.0143893	0.0144939	0.0145122	0.0158996	0.0145513	0.0164717	0.0151997	0.0148475	0.0104593	0.0108205	0.0118837	0.0120417	0.0113122	0.0125357	0.0145116	0.0178497	0.0145576	AZ
Turkey Vulture	0.0389128	0.0441532	0.0405066	0.0457132	0.0503635	0.0519471	0.0536604	0.0734193	0.1059358	0.1750961	0.256255	0.3027663	0.3276038	0.3228232	0.323522	0.3189624	0.3046055	0.3122992	0.3072698	0.3058431	0.2915767	0.3020586	0.3006677	0.303116	0.3023123	0.3013448	0.3001558	0.3024365	0.327953	0.3287296	0.3263441	0.3334204	0.3625859	0.3608338	0.386569	0.3716653	0.3220309	0.2315773	0.1235941	0.0584625	0.0443202	0.0390094	0.0407179	0.0367645	0.0360802	0.0368342	0.0410164	0.0408825	AZ
Osprey	0.0301407	0.0330331	0.0345351	0.0302352	0.0281443	0.0264095	0.0233959	0.0233802	0.0255873	0.0272106	0.0291433	0.0324408	0.0350016	0.0327311	0.0297936	0.0233798	0.0188679	0.0181122	0.0170653	0.0166142	0.01791	0.0214143	0.0209908	0.0207618	0.0208717	0.0188952	0.019506	0.0173221	0.0144224	0.0128587	0.0194121	0.0273571	0.0329587	0.0413136	0.0495816	0.0528833	0.0518684	0.0449626	0.0489926	0.0489541	0.0439209	0.0401535	0.0400232	0.0382939	0.0384105	0.0354558	0.0350435	0.0316029	AZ
White-tailed Kite	0.0021606	0.003019	0.0017914	0.0020675	0.0024414	0.0020679	0.001039	0.0016142	0.0019702	0.0011741	0.0011382	0.0006657	0.0009989	0.0005905	0.0005934	0.0005039	0.0006344	0.0004719	0.0005868	0.0005813	0.0002991	0.0002634	0.0003199	0.0005047	0.0009003	0.0002553	0.0008158	0.0007655	0.0011209	0.0018336	0.0007778	0.0010444	0.0008339	0.0005033	0.0007531	0.0007747	0.0008762	0.0011141	0.0016992	0.001383	0.0021162	0.002362	0.0025473	0.0016449	0.0025714	0.0022974	0.0022096	0.0020766	AZ
Swallow-tailed Kite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.49e-05	0.0	0.0	0.0	3.97e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Golden Eagle	0.0076918	0.0067425	0.0073648	0.0062785	0.0057605	0.0052072	0.0052525	0.0057	0.0065673	0.0090932	0.0096643	0.0045858	0.0056186	0.0051764	0.0054121	0.0051056	0.0054374	0.005009	0.0057041	0.004913	0.0043861	0.0033495	0.0035984	0.0039707	0.003806	0.004511	0.0052659	0.0059271	0.0055547	0.0063579	0.0044398	0.0045257	0.0046857	0.0048654	0.0046025	0.0045136	0.0045122	0.003979	0.0046525	0.0051576	0.0063486	0.0045394	0.0051332	0.0057138	0.0047812	0.0069304	0.0091493	0.0094527	AZ
Sharp-shinned Hawk	0.0300758	0.0277498	0.0279913	0.0288695	0.0260321	0.0244164	0.0228571	0.0254735	0.0243748	0.0267962	0.0273823	0.0206953	0.0191655	0.0167887	0.0164341	0.012585	0.0056731	0.002813	0.0020422	0.0013126	0.0012959	0.0011667	0.0015993	0.0015479	0.0013096	0.0015746	0.0015204	0.0012904	0.0015195	0.0016431	0.0022685	0.0028721	0.006552	0.0138831	0.0228452	0.03173	0.0376309	0.0438883	0.0430051	0.0458134	0.0442803	0.039563	0.0363566	0.0351773	0.0366025	0.0386338	0.0413962	0.0353018	AZ
Cooper's Hawk	0.1227881	0.1136913	0.1110199	0.1127276	0.1165547	0.1187433	0.1203656	0.1351106	0.1486486	0.1678676	0.1695337	0.1555178	0.1432733	0.1324988	0.1153984	0.1071784	0.0929621	0.0842997	0.0792939	0.0731886	0.0776541	0.082797	0.0908	0.0950602	0.0985472	0.1000936	0.0933398	0.0902192	0.0868082	0.0822955	0.0868847	0.0984624	0.1160704	0.1340072	0.1555649	0.1780517	0.1805318	0.1760703	0.1743264	0.1662537	0.1643841	0.1472542	0.1479738	0.1387181	0.1429145	0.1468392	0.1454564	0.1283366	AZ
American Goshawk	0.0004321	0.000478	0.0003235	0.0004173	0.0003566	0.0002242	0.0003271	0.0003279	0.0003789	0.0004374	0.0005369	0.0008876	0.0007491	0.0010431	0.0013845	0.0013924	0.001595	0.0017967	0.0018309	0.0020252	0.002326	0.0024463	0.0025989	0.002692	0.0033968	0.0020427	0.00267	0.002887	0.0030887	0.0034052	0.0024954	0.0019147	0.0014295	0.0015938	0.0020921	0.0020547	0.0015771	0.0017508	0.0014564	0.0008356	0.0008385	0.0003691	0.0008877	0.0004617	0.0005223	0.0005743	0.0006905	0.0006057	AZ
Northern Harrier	0.0989132	0.1101942	0.1051479	0.0968703	0.087176	0.0772355	0.0620875	0.0643144	0.058045	0.0503234	0.0440049	0.0328698	0.025346	0.0183632	0.0141506	0.0088321	0.0047849	0.0024319	0.0009389	0.0005063	0.0003987	0.000414	0.0003199	0.0003365	0.0008185	0.0008937	0.0011867	0.002384	0.0040353	0.0061912	0.007551	0.0114883	0.0182266	0.0229427	0.03	0.0396793	0.04648	0.0566608	0.0664293	0.0781421	0.0897185	0.0987969	0.1045542	0.1056474	0.1087629	0.0995903	0.0993302	0.1029634	AZ
Bald Eagle	0.0254737	0.0236741	0.0237615	0.0245068	0.0266081	0.025413	0.0216643	0.0231279	0.0216216	0.0207187	0.0202521	0.0173817	0.0176048	0.0162966	0.0155171	0.0154362	0.012778	0.0126313	0.0117133	0.0097885	0.0098355	0.0086561	0.0101955	0.0090518	0.0083487	0.0073623	0.0080843	0.0064739	0.0049569	0.005453	0.0071297	0.0106469	0.0096891	0.0124151	0.0136402	0.0144503	0.0158584	0.0168311	0.0141597	0.0178932	0.0190058	0.0211101	0.0217677	0.0211526	0.0208526	0.0254623	0.0229595	0.0213065	AZ
Mississippi Kite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	5.3e-05	0.0006706	0.0013248	0.0020422	0.002269	0.0018608	0.0017688	0.0017992	0.0023218	0.0030694	0.0029364	0.004005	0.0042649	0.0039605	0.0055721	0.0035324	0.0019727	0.0011516	0.0006711	0.0002092	0.0002358	0.0002628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Common Black Hawk	0.0006698	0.0005786	0.0007962	0.0005121	0.0007132	0.0009468	0.0011352	0.0023708	0.0118464	0.0341628	0.0486867	0.0239941	0.0181667	0.0175366	0.0178546	0.0210856	0.0137024	0.0156259	0.0135443	0.0124887	0.0119953	0.0130217	0.0138739	0.0139646	0.0129732	0.0121712	0.0104205	0.008661	0.0072984	0.006477	0.0062871	0.0069916	0.0073065	0.0090596	0.0103347	0.0095325	0.0095501	0.008714	0.0043693	0.0021322	0.0010781	0.0007381	0.0006561	0.0002597	0.0002812	0.0004212	0.0005179	0.0007138	AZ
Harris's Hawk	0.025733	0.0258881	0.0263492	0.0267451	0.0233713	0.0254628	0.0263781	0.0262554	0.0230614	0.0235042	0.0210038	0.0195858	0.0165019	0.0160014	0.0148698	0.0130492	0.0125605	0.0136295	0.0118072	0.0098635	0.0087058	0.0084679	0.0094758	0.0099603	0.0119091	0.009703	0.0107543	0.01122	0.0107109	0.011168	0.0134815	0.0129098	0.0155263	0.0180354	0.018159	0.0184923	0.0227362	0.0211682	0.0202686	0.0251542	0.0249551	0.0228078	0.0256272	0.0279052	0.0274017	0.0283723	0.0256871	0.02931	AZ
Gray Hawk	0.001426	0.0017611	0.0012441	0.001176	0.0016733	0.0011959	0.0014238	0.0014376	0.0027532	0.0087249	0.0420076	0.0625444	0.0744564	0.0685128	0.0676604	0.0670097	0.0612981	0.0584381	0.0583789	0.0529553	0.0487124	0.046818	0.0491784	0.0518541	0.0525067	0.0543451	0.0546243	0.0546127	0.0627211	0.0627456	0.0549632	0.0526255	0.0474924	0.0485278	0.0449372	0.0432835	0.0333377	0.0239933	0.0126224	0.0049559	0.0021561	0.0024727	0.0016596	0.0020777	0.0019687	0.0022208	0.0018989	0.0014493	AZ
Broad-winged Hawk	8.64e-05	0.0015	0.0	3.79e-05	5.49e-05	0.0	0.0	0.0	5.05e-05	0.0	0.0	0.0001331	0.0008116	0.0019288	0.0017441	0.001114	0.0005256	0.0003811	0.0002113	0.0015	0.0	3.76e-05	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	2.9e-05	0.0015	0.0001258	0.0012134	0.0027284	0.0017961	0.0007958	4.05e-05	5.76e-05	0.0015	0.0	0.0	0.0	0.0	0.0	6.91e-05	2.16e-05	AZ
Red-shouldered Hawk	0.0014476	0.0016605	0.0012689	0.0012898	0.0015361	0.0019932	0.0013468	0.0020681	0.0016923	0.0017035	0.0014174	0.0016568	0.0014359	0.0011612	0.0007552	0.0008487	0.0007975	0.0011978	0.0010563	0.0004313	0.0007642	0.0007903	0.0011595	0.0007739	0.0010231	0.0011916	0.0010383	0.0006124	0.0006725	0.0002857	0.0004861	0.0006092	0.0013104	0.0008808	0.0021339	0.0015494	0.0017523	0.0017508	0.0013351	0.0015559	0.0019166	0.0019929	0.0011579	0.0012409	0.0023303	0.0017996	0.0029002	0.0015142	AZ
Zone-tailed Hawk	0.0014908	0.0017359	0.0008708	0.0012329	0.0015636	0.0011959	0.0010774	0.0013367	0.0020207	0.0129837	0.0350922	0.0357544	0.0374571	0.037809	0.0359069	0.0346254	0.0293984	0.0284024	0.0283796	0.0273027	0.0246885	0.0233713	0.0261485	0.0245306	0.0251688	0.0285982	0.0267003	0.0261581	0.0294924	0.028932	0.0263798	0.0259066	0.0277568	0.0245785	0.0208368	0.0123619	0.0053445	0.0017905	0.0011732	0.0010085	0.0010781	0.0009596	0.0011964	0.0009812	0.0016473	0.0011104	0.0012084	0.0012979	AZ
Short-tailed Hawk	0.0001512	0.0001006	4.98e-05	5.69e-05	5.49e-05	4.98e-05	7.7e-05	0.0015	0.0008083	0.0037524	0.0054765	0.0006953	0.0001249	0.0002362	8.99e-05	0.0003846	0.0003081	0.0002178	0.0002817	0.0004125	0.0003987	0.0003011	0.0003998	0.0004038	8.18e-05	0.0004256	0.0015575	0.0010717	0.0016938	0.0026432	0.0019445	0.0014215	0.0007545	0.0003355	0.000251	0.0003368	4.38e-05	0.0	0.0	2.88e-05	0.0	3.69e-05	0.0015	0.0	4.02e-05	3.83e-05	3.45e-05	2.16e-05	AZ
Swainson's Hawk	0.0	0.0	2.49e-05	1.9e-05	8.23e-05	7.47e-05	7.7e-05	0.0002018	0.0001263	0.0020719	0.0061637	0.0180769	0.0332119	0.0398362	0.0407617	0.0381132	0.0360865	0.0310702	0.0291777	0.0247525	0.0210999	0.0200971	0.0243493	0.0263477	0.0291795	0.0309388	0.0361196	0.0383185	0.0482987	0.0441481	0.046991	0.0446765	0.0447921	0.041775	0.0390377	0.0349636	0.024839	0.0130113	0.0067562	0.0012966	0.0004791	0.0001107	3.86e-05	0.0015	0.0	0.0	0.0	0.0	AZ
Red-tailed Hawk	0.2597066	0.26429	0.255281	0.2556715	0.2466328	0.2296136	0.2085041	0.2302706	0.2262187	0.2233477	0.2168245	0.1833728	0.1635834	0.1475752	0.1399417	0.1343509	0.1290305	0.1325021	0.1258656	0.1196557	0.1153015	0.1176094	0.1155492	0.1237634	0.1219153	0.1265214	0.1277535	0.1300031	0.1347083	0.1454221	0.1429173	0.146011	0.1521661	0.1533428	0.1679079	0.1776139	0.1873658	0.1983129	0.210818	0.2179162	0.2305849	0.2357174	0.2336936	0.2430958	0.2567399	0.2584906	0.2726833	0.2552671	AZ
Rough-legged Hawk	0.0010371	0.000629	0.0021149	0.001176	0.0018653	0.0016195	0.0004618	0.0005549	0.0005557	0.0002993	0.0004725	0.0002515	0.0001249	0.0015	5.39e-05	1.33e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001752	0.0001592	4.05e-05	5.76e-05	0.0003194	0.000406	0.0005017	0.0009523	0.0028527	0.0014933	0.0006905	0.0007138	AZ
Ferruginous Hawk	0.014044	0.0155983	0.0198303	0.0137519	0.0121794	0.0106635	0.0078114	0.0085752	0.0053044	0.0030618	0.0020617	0.0011095	0.0007491	0.0003936	0.0002517	0.0001591	7.25e-05	0.0001633	0.0001174	0.0001688	0.0001994	0.0001505	0.0001999	0.0001682	0.0001637	8.51e-05	0.0001483	0.000175	0.0001245	0.0001429	0.0001944	0.0001451	0.0002383	0.000755	0.0010879	0.0015494	0.0019713	0.0017905	0.0030747	0.0044949	0.0073867	0.0079348	0.0080664	0.010735	0.0105669	0.0130566	0.0117042	0.0138006	AZ
American Barn Owl	0.0039107	0.0036983	0.0045035	0.0036608	0.0036758	0.0029898	0.0026551	0.0033292	0.0030058	0.0023711	0.0029423	0.0023669	0.0032463	0.0026964	0.0026611	0.0033949	0.0033712	0.003793	0.003122	0.0029628	0.0032564	0.0027097	0.0033585	0.0048455	0.0037242	0.0039578	0.0047467	0.0039806	0.0045335	0.0040719	0.0035324	0.0046127	0.0047651	0.0053267	0.005272	0.0043115	0.0030665	0.0042575	0.0025892	0.0028525	0.0019166	0.0018822	0.0021613	0.0016737	0.0023705	0.0021442	0.0039359	0.0025741	AZ
Flammulated Owl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.15e-05	0.0001183	0.000333	0.0009251	0.0015283	0.0026655	0.0034618	0.0030852	0.00446	0.0033566	0.0032896	0.0030484	0.0024789	0.0020526	0.0015142	0.0012341	0.0012979	0.0004374	0.0006725	0.0004048	0.0001296	0.0002031	0.0015	4.19e-05	8.37e-05	0.0001011	0.0001314	0.0002387	8.09e-05	2.88e-05	0.0	0.0	0.0	0.0	0.0001205	0.0	0.0	0.0	AZ
Whiskered Screech-Owl	0.000605	0.0006793	0.0005971	0.0007967	0.0007132	0.0017191	0.0016162	0.0021186	0.0021975	0.0026474	0.004059	0.0051479	0.0058058	0.0077744	0.0097814	0.0125585	0.0140286	0.0112339	0.0125584	0.0138201	0.012527	0.0107636	0.0115149	0.0084124	0.0083896	0.0084262	0.0081955	0.0095578	0.0102376	0.0076914	0.0057037	0.0036844	0.0019458	0.0030199	0.0023431	0.0014484	0.0011828	0.001512	0.0008091	0.0006915	0.0007586	0.0009596	0.0005789	0.0003463	0.0004821	0.0004978	0.0014846	0.0010383	AZ
Western Screech-Owl	0.0081455	0.006189	0.0076136	0.0093892	0.0080922	0.0085956	0.0075036	0.0075412	0.007906	0.0076429	0.0094281	0.0093343	0.0094267	0.0093292	0.0114176	0.0120678	0.0123611	0.012958	0.0110561	0.0120012	0.0105001	0.0098604	0.0094358	0.0095228	0.006548	0.0091923	0.0099014	0.0094265	0.0094405	0.0084296	0.007551	0.0069046	0.0067506	0.0079272	0.0072385	0.0076462	0.0080606	0.0081171	0.0076867	0.0067712	0.0058295	0.0045025	0.0057893	0.0056849	0.0059866	0.0065857	0.0091148	0.007268	AZ
Great Horned Owl	0.0281529	0.0269699	0.0290115	0.0279021	0.0300645	0.0304208	0.0316883	0.0332165	0.0335943	0.0316075	0.0323003	0.0327959	0.0337946	0.033971	0.0361227	0.0330739	0.031229	0.031905	0.0278397	0.0259151	0.0258182	0.0223928	0.0245492	0.0254055	0.0247186	0.0242148	0.0235482	0.0213245	0.0228167	0.0222646	0.0234631	0.0268059	0.0289878	0.0281856	0.0315481	0.0313258	0.0307531	0.0299618	0.0285622	0.0290728	0.0285486	0.0240995	0.0250482	0.0224512	0.025674	0.02753	0.0334208	0.0285313	AZ
Northern Pygmy-Owl	0.0012964	0.0008554	0.0009704	0.0008915	0.0010972	0.0008471	0.0009812	0.0019168	0.0016418	0.002256	0.0024912	0.003284	0.0044532	0.0063179	0.0066707	0.0097736	0.0084462	0.0079127	0.0082392	0.0084008	0.008008	0.0088442	0.0066771	0.0064944	0.0058113	0.0044259	0.0041905	0.0044836	0.0050815	0.0050482	0.0054769	0.0060923	0.0063932	0.0054526	0.0046025	0.0034357	0.003198	0.0031832	0.0034388	0.0023051	0.002196	0.001956	0.0019298	0.0018757	0.0014464	0.0013401	0.0018299	0.0015358	AZ
Ferruginous Pygmy-Owl	0.0001296	0.0001761	0.0001244	0.0001897	0.0001646	0.0001495	0.0003271	0.0001765	0.0003031	0.0003914	0.0003866	0.0003402	0.0002705	7.87e-05	0.0001978	0.0002122	0.00029	0.0001815	0.0002582	0.0002625	0.0003323	0.0004893	0.0003199	0.0002355	0.0002865	0.0002979	0.0004079	0.0003062	0.000274	0.0007144	0.0002917	0.0002321	0.0003574	0.0002097	0.0001674	0.0	0.0001314	0.0001592	8.09e-05	8.64e-05	7.99e-05	7.38e-05	0.0002702	0.0002886	0.0005223	0.0004595	0.0002762	0.0002379	AZ
Elf Owl	0.0	0.0	0.0	0.0	0.0	0.0	5.77e-05	0.0001009	0.0007072	0.0024402	0.0053046	0.0080178	0.0119238	0.0152535	0.0171533	0.0184731	0.0199373	0.0191285	0.0186381	0.0185831	0.0161489	0.0138121	0.0129943	0.0108352	0.013055	0.0114052	0.0096047	0.006802	0.0064515	0.0047148	0.0037269	0.0024369	0.0015487	0.0015099	0.0006276	0.0004042	0.0003505	0.0001592	0.0001214	2.88e-05	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	AZ
Burrowing Owl	0.0092042	0.0096609	0.0097285	0.0090668	0.0084488	0.0079976	0.00633	0.0071629	0.007123	0.0061466	0.0057556	0.0065089	0.0067631	0.0063179	0.0061853	0.0057952	0.0057999	0.0068964	0.0063144	0.0068444	0.0079747	0.0080163	0.0078366	0.0087826	0.0083896	0.0072347	0.0116443	0.0097327	0.0081951	0.008501	0.008588	0.0089643	0.009014	0.0108212	0.0093305	0.0102735	0.0089368	0.0072418	0.0082531	0.0066271	0.0070274	0.0061633	0.0065612	0.0073875	0.0080759	0.0062029	0.008148	0.0096042	AZ
Spotted Owl	0.0001512	0.0003271	0.0003235	0.0003414	0.0001646	0.0005232	0.0004233	0.0003279	0.0004547	0.0005985	0.0012671	0.0011686	0.0013526	0.001732	0.0028229	0.0040182	0.0047668	0.0046642	0.0049999	0.0048192	0.004519	0.0044786	0.006917	0.0035332	0.0036014	0.0028087	0.0047467	0.0051835	0.0058287	0.0036195	0.0033056	0.0016826	0.0018663	0.0011325	0.0005439	0.0010442	0.00092	0.0006366	0.0006878	0.0005763	0.0003194	0.0004429	0.0004245	0.000202	0.0004018	0.0003063	0.0005524	0.0004543	AZ
Long-eared Owl	0.0008426	0.0006038	0.0008957	0.001783	0.0018379	0.0015696	0.0012698	0.0012358	0.0014903	0.0007367	0.0009664	0.0008432	0.0007075	0.0002165	0.0002517	0.0003978	0.0004712	0.0006896	0.0003052	0.0002438	0.0003323	0.0003387	0.0001199	0.0004711	0.0004092	0.0003405	3.71e-05	0.0001094	0.0001993	2.38e-05	6.48e-05	5.8e-05	0.0001588	8.39e-05	0.0002092	0.0002695	0.0005257	0.0003581	0.0006473	0.0006051	0.0004791	0.0002583	0.0010807	0.0006349	0.0010446	0.0028717	0.0010012	0.000995	AZ
Short-eared Owl	0.0005618	0.0009309	0.0003235	0.0004363	0.000192	0.0003488	0.0003078	0.0001765	0.0003284	0.0002302	8.59e-05	0.0001036	2.08e-05	0.0015	0.0	0.0	3.62e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	7.96e-05	8.09e-05	0.0015	7.99e-05	0.0002214	0.0003474	0.0003463	0.0002812	0.0004595	0.0003453	0.0005624	AZ
Northern Saw-whet Owl	0.0005402	0.0003522	0.0002737	0.0002466	0.0007132	0.0004235	0.0002501	0.0002018	0.0003031	0.0004604	0.0004295	0.0005917	0.0003121	0.0003936	0.0003776	0.0013924	0.0007794	0.0005626	0.0003991	0.0006188	0.0005649	0.0005645	0.0005997	0.0004038	0.000532	0.0002128	0.0001854	0.0001531	9.96e-05	0.0001429	9.72e-05	8.7e-05	0.0001588	0.0001678	0.0001255	0.0002358	0.0001314	0.0002785	0.0001214	0.0006339	0.000559	0.0002952	0.0003474	0.0009812	0.000442	0.0005743	0.0003107	0.0001947	AZ
Eared Quetzal	2.16e-05	0.0015	7.46e-05	7.59e-05	8.23e-05	2.49e-05	1.92e-05	0.0015	0.0015	2.3e-05	2.15e-05	0.0	0.0015	1.97e-05	0.0	0.0	0.0	1.81e-05	0.0	3.75e-05	0.0015	0.0022957	0.0009196	0.0001009	0.0001637	0.0015	3.71e-05	0.0001094	2.49e-05	0.0015	9.72e-05	0.0019727	0.0029782	0.0001678	0.0014226	0.0029978	0.0022342	0.0025863	0.0021442	0.0017864	0.0018367	0.0016239	0.0010421	0.0003751	0.0	3.83e-05	3.45e-05	0.0	AZ
Elegant Trogon	0.0040836	0.0054594	0.0043791	0.0043247	0.0036483	0.0028901	0.0041943	0.0032031	0.0040162	0.0032459	0.0046604	0.0041568	0.0055769	0.0085616	0.0150676	0.022982	0.0260816	0.0271683	0.0316424	0.0347847	0.0286759	0.0242746	0.0218304	0.0211656	0.0216083	0.0221721	0.0217311	0.0252614	0.0250834	0.0215264	0.0158473	0.010937	0.0072668	0.0057042	0.0042678	0.0016505	0.0015771	0.0013131	0.0011732	0.001383	0.0012378	0.0016239	0.0015438	0.0019046	0.0022098	0.0022974	0.0032799	0.004456	AZ
Ringed Kingfisher	0.0015	0.0	0.0015	0.0	0.0	9.97e-05	9.62e-05	5.04e-05	2.53e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.19e-05	0.0	0.0	0.0006133	0.0005968	4.05e-05	2.88e-05	0.0	0.0	0.0	5.77e-05	8.04e-05	0.0	0.0	0.0	AZ
Belted Kingfisher	0.0584232	0.0544681	0.0571272	0.0462253	0.0435057	0.0368986	0.0341318	0.033847	0.035413	0.0343931	0.0299809	0.0242751	0.0278847	0.0301724	0.0301172	0.0213773	0.010313	0.0050271	0.002629	0.0019314	0.0018275	0.0016936	0.0018392	0.0023555	0.003274	0.0020853	0.0027071	0.0034119	0.0032133	0.0062627	0.0091389	0.018915	0.0364135	0.0529318	0.0685356	0.0792576	0.0881412	0.0784657	0.0827737	0.0862675	0.0842484	0.0825583	0.0822462	0.0748853	0.07208	0.0711797	0.0682226	0.0622323	AZ
Green Kingfisher	0.0015773	0.0009309	0.0011694	0.0015364	0.0009327	0.00147	0.0008273	0.0013367	0.0011619	0.0015424	0.0013315	0.0007988	0.000978	0.0006101	0.0006653	0.0017903	0.0012506	0.0016878	0.0009859	0.0014064	0.0015617	0.0016183	0.0009996	0.0009758	0.0015961	0.0019576	0.0008158	0.0012467	0.0015444	0.0016431	0.001037	0.0011894	0.0013501	0.0010486	0.0012971	0.0022231	0.0017523	0.0010743	0.0014969	0.0009797	0.0010781	0.0022513	0.0023157	0.0013563	0.0016071	0.0019528	0.0016572	0.0013628	AZ
Williamson's Sapsucker	0.0041052	0.0054091	0.0051504	0.0036039	0.0048553	0.0044348	0.0025782	0.0026735	0.0031574	0.0032229	0.0026631	0.0023225	0.0023307	0.0030113	0.0019419	0.0010476	0.0013412	0.0015245	0.0023474	0.0027378	0.0053497	0.0076023	0.0066771	0.0080086	0.0053202	0.0049366	0.0034859	0.003237	0.0021422	0.0015716	0.0025602	0.0031622	0.0035341	0.0046137	0.0056485	0.0062652	0.005476	0.0066449	0.0056639	0.0060796	0.0064284	0.0076764	0.0060208	0.0048769	0.0040178	0.0044798	0.0053169	0.004218	AZ
Yellow-bellied Sapsucker	0.0039539	0.0027674	0.0032097	0.0034332	0.0037306	0.0028901	0.0025397	0.0027996	0.0020965	0.0016345	0.0006443	0.0015976	0.0002289	0.0001575	7.19e-05	7.96e-05	5.44e-05	0.0015	0.0015	1.88e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0001684	0.0005695	0.0040586	0.0030747	0.0053017	0.0059094	0.0046132	0.0038209	0.003232	0.0036161	0.0047096	0.0037288	0.0027039	AZ
Red-naped Sapsucker	0.0545557	0.050317	0.0446617	0.0419954	0.0424084	0.0374467	0.0307648	0.0317032	0.0240717	0.017772	0.012671	0.0159911	0.0159817	0.0185207	0.0161285	0.0105295	0.0053468	0.0031578	0.0030516	0.0018939	0.0022595	0.0038011	0.004598	0.0048119	0.0033558	0.0034471	0.002225	0.0017497	0.0010711	0.0006191	0.0010694	0.0008413	0.0013501	0.0057881	0.0203766	0.0549043	0.0915582	0.1076317	0.1080994	0.0938454	0.0893991	0.0837393	0.074836	0.0657375	0.0611917	0.0645939	0.0730562	0.0583604	AZ
Red-breasted Sapsucker	0.0009291	0.001434	0.0012192	0.0007777	0.0008504	0.000872	0.0006926	0.0006053	0.0002526	6.91e-05	4.3e-05	0.0004586	0.0015	1.97e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010076	0.0011937	0.0019824	0.001383	0.0015173	0.0016977	0.0010807	0.0012697	0.0018482	0.0015316	0.0016918	0.0009518	AZ
Lewis's Woodpecker	0.0073677	0.0054846	0.0065189	0.0049697	0.0049102	0.0044099	0.0035594	0.0045146	0.0038394	0.0036603	0.0032	0.0030325	0.00437	0.0047237	0.0051784	0.0051587	0.0042956	0.0030308	0.0028403	0.0025315	0.0038877	0.0040269	0.004558	0.004038	0.0052793	0.0047238	0.0027813	0.0033682	0.0032631	0.0025479	0.0029167	0.0050479	0.0060358	0.0053267	0.0057322	0.007343	0.0073159	0.007202	0.0066348	0.0054169	0.0046317	0.0036537	0.0049788	0.0073298	0.0063482	0.007543	0.0059039	0.0054726	AZ
Red-headed Woodpecker	0.0002377	0.000478	9.95e-05	0.0002276	0.0001646	0.0001246	0.0015	0.0	0.000101	0.0001381	2.15e-05	2.96e-05	4.16e-05	7.87e-05	0.0001259	6.63e-05	0.0015	0.0002722	0.0002582	0.00015	0.0005316	0.0011667	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	6.74e-05	0.0	0.0	0.0015	8.64e-05	0.0015	3.69e-05	0.0015	0.0015	0.0	0.0015	0.0015	0.0012546	AZ
